position,track name,artist,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,explicit,popularity,year
198,"Not Nice","PARTYNEXTDOOR",16288,0.598,0.496,"C",-9.309,"major",0.0804,0.0253,0.00132,0.12,0.725,128.06,202661,4,"Hiphop","not explicit",61,2016
187,"No Heart","21 Savage",20034,0.76,0.568,"A",-3.92,"major",0.0558,0.505,0.0,0.107,0.414,77.482,221419,4,"Rap","explicit",65,2019
185,"Still Here","Drake",19197,0.8340000000000001,0.433,"C",-9.607000000000001,"major",0.174,0.0258,0.0,0.633,0.22899999999999998,133.938,189853,3,"Underground Rap","explicit",62,2016
32,"Havana","Camila Cabello",149179,0.40299999999999997,0.32799999999999996,"C",-12.372,"minor",0.033,0.807,0.785,0.228,0.29100000000000004,113.075,440400,4,"Pop","not explicit",43,1996
193,"Mercy","Shawn Mendes",35838,0.7929999999999999,0.8590000000000001,"C",-3.7739999999999996,"major",0.0332,0.266,0.000356,0.133,0.9640000000000001,129.911,219920,4,"Pop","not explicit",56,2008
183,"Numb","Linkin Park",40555,0.528,0.341,"A♯",-18.143,"minor",0.0553,0.0121,0.9059999999999999,0.511,0.10800000000000001,180.453,259200,4,"Hiphop","not explicit",47,1993
175,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",24707,0.28,0.821,"G♯",-2.864,"minor",0.111,0.16699999999999998,0.0,0.139,0.254,181.44400000000002,256163,4,"Hiphop","explicit",69,2017
197,"Jocelyn Flores","XXXTENTACION",40729,0.872,0.391,"C",-9.144,"minor",0.242,0.469,4.13e-06,0.297,0.4370000000000001,134.02100000000002,119133,4,"Hiphop","explicit",87,2017
198,"Save Me","XXXTENTACION",19278,0.536,0.141,"B",-19.447,"minor",0.0389,0.846,0.00103,0.105,0.27699999999999997,121.815,218507,4,"Hiphop","not explicit",23,1976
144,"Intro","Big Sean",20373,0.22699999999999998,0.0872,"E",-20.558000000000003,"minor",0.0405,0.00026000000000000003,0.684,0.243,0.19,97.49600000000001,58747,4,"Hiphop","not explicit",0,2005
190,"On The Loose","Niall Horan",20248,0.595,0.747,"A♯",-12.899000000000001,"major",0.035,0.281,0.000662,0.175,0.655,134.916,253600,4,"Dark Trap","not explicit",39,1981
21,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",83574,0.736,0.604,"C♯",-7.357,"minor",0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4,"RnB","explicit",67,2017
186,"Poker Face","Lady Gaga",30460,0.851,0.8059999999999999,"E",-4.62,"major",0.0787,0.11800000000000001,1.64e-06,0.121,0.787,118.999,237200,4,"Pop","not explicit",54,2009
193,"Passionfruit","Drake",39823,0.809,0.46299999999999997,"B",-11.377,"major",0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,"Hiphop","explicit",79,2017
172,"Feels Like Summer","Weezer",182332,0.5539999999999999,0.596,"G",-8.214,"major",0.13,0.162,0.0048200000000000005,0.0805,0.255,165.72799999999995,297404,4,"Underground Rap","not explicit",71,2018
198,"Iris","The Goo Goo Dolls",18251,0.363,0.18600000000000005,"B",-20.125,"major",0.0301,0.0507,0.5710000000000001,0.25,0.0754,88.181,209360,4,"Pop","not explicit",30,1990
191,"FEAR.","Kendrick Lamar",19118,0.588,0.479,"C♯",-7.039,"major",0.281,0.604,7.200000000000001e-06,0.527,0.434,150.414,460573,4,"Rap","explicit",64,2017
191,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock",19452,0.703,0.6609999999999999,"F♯",-3.885,"major",0.0539,0.0517,0.0,0.34,0.495,149.906,249240,4,"RnB","explicit",67,2017
194,"FEEL.","Kendrick Lamar",19034,0.746,0.7979999999999999,"C",-8.382,"major",0.349,0.13699999999999998,0.0,0.139,0.5529999999999999,109.96799999999999,214827,4,"Rap","explicit",63,2017
175,"X","Lil Uzi Vert",23210,0.594,0.7490000000000001,"A",-5.297999999999999,"minor",0.055999999999999994,0.0338,0.00106,0.3,0.6940000000000001,179.968,172854,4,"Hiphop","not explicit",74,2019
193,"Zoom","Future",16527,0.637,0.516,"G♯",-6.0870000000000015,"major",0.0671,0.782,0.0,0.152,0.91,144.588,141000,4,"Underground Rap","not explicit",9,1957
146,"Champion","Fall Out Boy",210734,0.693,0.504,"F♯",-8.306000000000001,"major",0.23800000000000002,0.00299,0.0,0.695,0.723,102.139,167600,4,"Rap","explicit",65,2007
197,"The Hills","The Weeknd",15564,0.585,0.564,"C",-7.063,"minor",0.0515,0.0671,0.0,0.135,0.13699999999999998,113.00299999999999,242253,5,"Hiphop","explicit",84,2015
190,"One Dance","Drake",43871,0.792,0.625,"C♯",-5.609,"major",0.0536,0.007759999999999999,0.0018800000000000002,0.32899999999999996,0.37,103.96700000000001,173987,4,"Pop","not explicit",65,2016
43,"Bodak Yellow","Cardi B",60774,0.9259999999999999,0.703,"B",-6.3370000000000015,"minor",0.10300000000000001,0.0659,0.0,0.231,0.485,125.022,223713,4,"Hiphop","explicit",75,2018
199,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",27123,0.502,0.7859999999999999,"A",-4.378,"minor",0.317,0.255,0.0,0.65,0.7390000000000001,169.021,243491,4,"Underground Rap","explicit",63,2016
197,"Starving","Hailee Steinfeld",30871,0.728,0.616,"E",-4.238,"major",0.0645,0.37799999999999995,0.0,0.105,0.508,99.962,181880,4,"Pop","not explicit",76,2016
198,"Treat You Better","Shawn Mendes",35994,0.44299999999999995,0.82,"A♯",-4.091,"minor",0.34,0.107,0.0,0.107,0.7709999999999999,82.697,187973,3,"Pop","not explicit",26,2020
146,"My Dawg","Quality Control",242161,0.943,0.544,"A♯",-6.2920000000000025,"minor",0.0642,0.0336,0.0,0.0954,0.515,133.012,215423,4,"Underground Rap","explicit",60,2017
141,"How to Save a Life","The Fray",21971,0.64,0.743,"A♯",-4.08,"major",0.0379,0.26899999999999996,0.0,0.10099999999999999,0.361,122.035,262533,4,"Emo","not explicit",81,2005
88,"Stargazing","Kygo",70092,0.512,0.483,"C",-7.797999999999999,"major",0.0298,0.0030399999999999997,0.0011,0.12,0.3670000000000001,160.009,217027,4,"RnB","not explicit",76,2020
192,"Stronger","Kanye West",20006,0.564,0.892,"G♯",-3.653,"major",0.0401,0.0473,0.000343,0.41200000000000003,0.679,174.021,213887,4,"Hiphop","not explicit",49,2011
195,"Wet Dreamz","J. Cole",168328,0.517,0.705,"F♯",-8.205,"minor",0.364,0.0751,0.0,0.128,0.584,175.90599999999995,239320,4,"Hiphop","explicit",79,2014
199,"Stitches","Shawn Mendes",26780,0.462,0.915,"A♯",-5.733,"minor",0.0697,0.000674,0.163,0.145,0.615,97.325,198560,4,"Pop","not explicit",46,1998
118,"One Step Closer","Linkin Park",53192,0.4920000000000001,0.9690000000000001,"A",-4.419,"major",0.0491,0.0014,1.32e-06,0.0787,0.5379999999999999,95.13600000000001,157333,4,"Emo","not explicit",53,2000
195,"Glorious (feat. Skylar Grey)","Macklemore",39492,0.731,0.794,"C",-5.126,"minor",0.0522,0.0323,2.59e-05,0.11199999999999999,0.35600000000000004,139.994,220454,4,"Underground Rap","explicit",76,2017
198,"24K Magic","Bruno Mars",39274,0.818,0.8029999999999999,"C♯",-4.282,"major",0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,"Pop","not explicit",78,2016
159,"Shadow Of The Day","Linkin Park",25584,0.534,0.39299999999999996,"B",-7.813,"major",0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,4,"Emo","not explicit",66,2007
196,"Young","The Chainsmokers",17745,0.522,0.9309999999999999,"C",-4.32,"minor",0.0885,0.00159,0.0,0.57,0.3670000000000001,134.10299999999998,196373,4,"Dark Trap","not explicit",51,2008
116,"Look What You Made Me Do","Taylor Swift",61249,0.7659999999999999,0.7090000000000001,"A",-6.471,"minor",0.12300000000000001,0.204,1.4099999999999999e-05,0.126,0.506,128.07,211853,4,"Pop","not explicit",75,2017
179,"Feel It","Young Thug",172893,0.499,0.0967,"D",-17.163,"minor",0.0338,0.915,2.53e-06,0.10300000000000001,0.203,74.168,182867,4,"Underground Rap","not explicit",36,1978
173,"Holiday","Calvin Harris",20266,0.721,0.726,"F",-4.935,"major",0.24,0.445,0.0,0.055999999999999994,0.769,106.262,213113,4,"Emo","not explicit",0,2020
193,"Neon Guts (feat. Pharrell Williams)","Lil Uzi Vert",21527,0.8590000000000001,0.563,"C♯",-6.635,"minor",0.11199999999999999,0.0541,0.0,0.0685,0.41200000000000003,119.934,258789,4,"Rap","explicit",66,2017
200,"Mistakes","Tove Styrke",185163,0.419,0.8340000000000001,"F",-6.5829999999999975,"major",0.0472,2.36e-05,0.5529999999999999,0.36,0.08900000000000001,125.56,358627,4,"Hiphop","not explicit",41,2000
200,"Swang","Rae Sremmurd",19514,0.741,0.514,"C♯",-6.856,"major",0.0524,0.0183,0.0578,0.0844,0.0513,142.914,218156,4,"Hiphop","explicit",8,1951
193,"Crazy","Lil Pump",18349,0.461,0.0262,"B",-23.805,"major",0.0368,0.539,0.00042199999999999996,0.111,0.28300000000000003,112.48899999999999,237427,4,"Hiphop","not explicit",23,1976
197,"Bad and Boujee (feat. Lil Uzi Vert)","Migos",32813,0.927,0.665,"B",-5.313,"major",0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,343150,4,"Rap","explicit",75,2017
197,"Bad Romance","Lady Gaga",31796,0.695,0.9209999999999999,"C",-3.752,"major",0.0363,0.00314,5.260000000000001e-05,0.0842,0.7140000000000001,119.007,294573,4,"Pop","explicit",18,2020
34,"Plain Jane","A$AP Ferg",67297,0.677,0.616,"D",-13.019,"major",0.0306,0.0404,1.76e-05,0.0704,0.8240000000000001,125.969,229267,4,"Hiphop","not explicit",25,1979
199,"Patty Cake","Kodak Black",153845,0.8059999999999999,0.77,"C♯",-6.4639999999999995,"minor",0.19,0.0252,0.0,0.0645,0.406,152.094,198110,4,"Underground Rap","explicit",64,2017
185,"Fake Love","Drake",29963,0.9279999999999999,0.48100000000000004,"A",-9.35,"minor",0.287,0.105,0.0,0.17600000000000002,0.613,134.007,210937,4,"Hiphop","explicit",74,2017
31,"LOVE. FEAT. ZACARI.","Kendrick Lamar",68895,0.8,0.585,"A♯",-7.343,"major",0.0924,0.264,0.0,0.153,0.779,126.05799999999999,213400,4,"RnB","explicit",78,2017
36,"This Is Me","Keala Settle",142751,0.42100000000000004,0.821,"C♯",-2.783,"major",0.0372,0.00971,0.0,0.1,0.594,91.245,189173,4,"Emo","not explicit",64,2008
161,"I Don't Care","NAV",20312,0.758,0.79,"F♯",-5.761,"minor",0.0279,0.3,0.0,0.337,0.9640000000000001,101.277,512940,4,"Rap","not explicit",36,1994
60,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",90075,0.5870000000000001,0.299,"G♯",-7.365,"major",0.0263,0.779,0.0,0.12300000000000001,0.35600000000000004,94.992,259550,3,"Emo","not explicit",75,2017
147,"Cake","Flo Rida",23701,0.518,0.655,"G♯",-6.255,"major",0.0826,0.381,0.0,0.271,0.29,156.99200000000005,199682,5,"Underground Rap","not explicit",68,2015
28,"Bank Account","21 Savage",70690,0.884,0.34600000000000003,"G♯",-8.228,"minor",0.35100000000000003,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4,"Hiphop","explicit",79,2017
199,"THat Part","ScHoolboy Q",16637,0.927,0.535,"F♯",-7.59,"minor",0.0911,0.0855,0.0,0.136,0.336,112.96,313573,4,"Hiphop","explicit",64,2016
190,"The Night We Met","Lord Huron",35922,0.545,0.366,"D",-9.51,"major",0.0378,0.9690000000000001,0.267,0.6409999999999999,0.1,86.99700000000001,208212,3,"Hiphop","not explicit",75,2015
189,"Why","Sabrina Carpenter",18280,0.633,0.557,"B",-4.917,"minor",0.203,0.16899999999999998,0.0,0.0671,0.623,89.67200000000004,171096,4,"Hiphop","not explicit",65,2017
195,"X (feat. Future)","21 Savage",22292,0.835,0.413,"C♯",-9.81,"major",0.396,0.373,0.00133,0.10099999999999999,0.111,149.004,258880,4,"Rap","explicit",72,2016
197,"Good Drank","2 Chainz",17454,0.836,0.7759999999999999,"E",-0.804,"minor",0.239,0.27399999999999997,0.0,0.113,0.37,130.033,222707,4,"Underground Rap","explicit",61,2017
196,"Kiss Me","Ed Sheeran",13859,0.475,0.898,"D♯",-4.776,"major",0.0442,0.00379,0.00108,0.08199999999999999,0.35100000000000003,100.12700000000001,199093,4,"Emo","not explicit",36,2003
157,"Bleed It Out","Linkin Park",46172,0.529,0.9670000000000001,"C♯",-3.647,"minor",0.0508,0.114,0.0,0.61,0.596,140.127,166373,4,"Emo","explicit",72,2007
195,"Issues","Julia Michaels",36588,0.722,0.41700000000000004,"G♯",-6.825,"major",0.0618,0.39,0.0,0.0612,0.451,113.965,176347,4,"Pop","not explicit",1,2021
155,"No Scrubs","TLC",201499,0.736,0.6659999999999999,"G♯",-4.268,"minor",0.0783,0.025,0.000666,0.0682,0.578,92.927,214440,4,"RnB","not explicit",45,1999
165,"Titanium (feat. Sia)","David Guetta",17634,0.604,0.7879999999999999,"C",-3.673,"minor",0.10300000000000001,0.0678,0.153,0.127,0.301,126.06,245040,4,"Pop","not explicit",61,2011
196,"Dive","Ed Sheeran",33929,0.3,0.985,"B",-6.843999999999999,"minor",0.113,0.00079,0.00321,0.0871,0.722,165.799,133440,4,"Dark Trap","not explicit",30,1980
176,"Exchange","Bryson Tiller",196763,0.705,0.21,"F",-14.007,"minor",0.0288,0.555,0.88,0.111,0.474,123.961,251200,4,"Hiphop","not explicit",49,1998
194,"Change","J. Cole",15583,0.5479999999999999,0.7559999999999999,"F",-4.175,"major",0.036000000000000004,0.00471,0.0,0.11699999999999999,0.22399999999999998,96.038,281053,4,"Hiphop","not explicit",45,2008
194,"Stay With Me","Sam Smith",36723,0.504,0.787,"A",-6.6270000000000024,"major",0.0306,0.138,0.0,0.0497,0.7759999999999999,154.748,212000,4,"Pop","not explicit",21,1975
167,"Hard Times","Paramore",37906,0.456,0.945,"F",-11.383,"major",0.0722,0.00144,0.006940000000000001,0.18600000000000005,0.0974,106.76,100440,4,"Emo","not explicit",25,1986
199,"My Shit","A Boogie Wit da Hoodie",167715,0.812,0.621,"F",-8.3,"major",0.0515,0.244,0.0,0.099,0.847,77.998,128157,4,"Rap","explicit",69,2016
158,"Scars","Sam Smith",24659,0.41700000000000004,0.524,"A♯",-6.6,"major",0.0326,0.048,0.0,0.10300000000000001,0.152,75.266,238307,4,"Emo","not explicit",62,2018
199,"Sugar, We're Goin Down","Fall Out Boy",167766,0.494,0.8420000000000001,"G",-4.784,"major",0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4,"Emo","not explicit",78,2005
184,"Yeah Right","Vince Staples",172394,0.316,0.9840000000000001,"G",-6.187,"major",0.131,0.0073599999999999985,1.93e-05,0.0955,0.304,76.819,173507,4,"Hiphop","not explicit",0,2012
192,"1-800-273-8255","Logic",43621,0.62,0.574,"F",-7.7879999999999985,"minor",0.0479,0.569,0.0,0.19,0.35700000000000004,100.023,250173,4,"Pop","explicit",79,2017
152,"Looking for a Star","XXXTENTACION",215162,0.915,0.6920000000000001,"A",-7.544,"major",0.0857,0.15,0.00011999999999999999,0.0964,0.713,118.98100000000001,137174,4,"Hiphop","explicit",65,2017
141,"Silence","Marshmello",53720,0.7040000000000001,0.865,"D",-7.99,"major",0.0397,0.0122,0.475,0.0889,0.0927,125.00299999999999,314885,4,"Emo","not explicit",0,2020
85,"Dubai Shit","Huncho Jack",37234,0.774,0.529,"F",-4.479,"minor",0.0532,0.0674,0.0,0.0814,0.22699999999999998,138.072,228431,4,"Rap","explicit",64,2017
199,"The Race","Tay-K",19571,0.871,0.647,"B",-14.025,"minor",0.1,0.185,0.15,0.105,0.273,119.585,200151,4,"RnB","not explicit",50,1992
195,"What They Want","Russ",21845,0.71,0.40399999999999997,"C♯",-10.04,"minor",0.379,0.484,0.0,0.0953,0.39799999999999996,139.553,165853,4,"Rap","explicit",74,2017
173,"Love Again","Hedley",21796,0.58,0.33,"G",-14.321,"major",0.027999999999999997,0.927,0.000149,0.20600000000000002,0.40299999999999997,105.10700000000001,172240,4,"RnB","not explicit",39,1986
147,"It's A Vibe","2 Chainz",26506,0.8220000000000001,0.502,"G",-7.38,"major",0.14800000000000002,0.0312,0.0008869999999999998,0.114,0.525,73.003,210200,4,"RnB","explicit",74,2017
161,"Up All Night","Beck",218038,0.484,0.963,"G♯",-3.8080000000000003,"minor",0.063,0.000531,0.00039,0.294,0.484,96.94200000000001,213667,4,"RnB","not explicit",47,2008
193,"Dead Inside (Interlude)","XXXTENTACION",19881,0.461,0.0279,"C",-21.991999999999997,"major",0.0412,0.973,0.0022600000000000003,0.16899999999999998,0.354,88.38799999999998,86827,4,"Hiphop","explicit",65,2017
199,"Something New (feat. Ty Dolla $ign)","Wiz Khalifa",19673,0.8140000000000001,0.635,"G",-6.609,"minor",0.0809,0.0935,0.0,0.0892,0.784,87.581,200774,4,"Hiphop","explicit",67,2018
199,"Come and See Me (feat. Drake)","PARTYNEXTDOOR",18524,0.7170000000000001,0.34700000000000003,"B",-10.265,"minor",0.0636,0.0511,2.43e-06,0.087,0.0589,84.98700000000002,235477,4,"RnB","explicit",73,2016
200,"All Night (feat. Knox Fortune)","Chance The Rapper",18827,0.7040000000000001,0.777,"D",-5.729,"major",0.195,0.0358,0.0,0.151,0.392,111.921,141542,4,"Hiphop","explicit",66,2016
136,"Love Scars","Trippie Redd",236206,0.659,0.614,"A",-7.32,"minor",0.0541,0.000404,0.0,0.12300000000000001,0.26,119.405,143969,4,"Hiphop","explicit",74,2017
105,"Breaking The Habit","Linkin Park",35919,0.579,0.8490000000000001,"E",-5.218,"minor",0.0303,0.10800000000000001,0.0,0.0909,0.581,100.021,196907,4,"Emo","not explicit",57,2003
182,"Changes","Hazers",18846,0.532,0.616,"B",-13.753,"minor",0.0303,0.209,0.747,0.172,0.728,108.807,229973,4,"Hiphop","not explicit",19,1974
191,"You Got It","Bryson Tiller",19084,0.747,0.669,"C",-12.648,"major",0.0372,0.46399999999999997,0.0111,0.0843,0.8220000000000001,125.762,216200,4,"RnB","not explicit",19,1974
200,"Controlla","Drake",19217,0.611,0.46799999999999997,"A♯",-11.084000000000001,"minor",0.179,0.0781,0.0,0.10099999999999999,0.349,92.09200000000001,245227,4,"RnB","explicit",57,2016
170,"Escape","Kehlani",166284,0.645,0.912,"B",-5.454,"minor",0.0852,0.0135,0.0,0.297,0.695,125.309,207667,4,"Dark Trap","not explicit",28,1975
197,"The Motto","Drake",17734,0.7659999999999999,0.442,"C♯",-8.558,"major",0.35600000000000004,0.00010700000000000001,6.12e-05,0.111,0.39,201.8,181573,4,"Underground Rap","explicit",72,2011
199,"Sacrifices","Drake",19259,0.903,0.439,"G♯",-11.812999999999999,"major",0.397,0.0407,0.0,0.138,0.532,139.112,307593,4,"RnB","explicit",61,2017
197,"PILLOWTALK","ZAYN",28504,0.588,0.7020000000000001,"B",-4.271,"major",0.0496,0.10400000000000001,0.0,0.08900000000000001,0.429,124.90899999999999,203686,4,"Pop","explicit",17,2017
125,"Cool Girl","Tove Lo",43357,0.674,0.6940000000000001,"A",-7.0760000000000005,"minor",0.109,0.313,7.17e-06,0.0752,0.203,101.993,199179,4,"Pop","explicit",64,2016
186,"Nightmare","Offset",20665,0.254,0.884,"E",-8.945,"minor",0.0728,0.000176,0.7509999999999999,0.75,0.402,128.906,381173,4,"Pop","not explicit",31,1984
8,"All The Stars (with SZA)","Kendrick Lamar",111633,0.698,0.633,"G♯",-4.9460000000000015,"major",0.0597,0.0605,0.000194,0.0926,0.552,96.92399999999999,232187,4,"RnB","explicit",80,2018
136,"There's Nothing Holdin' Me Back","Shawn Mendes",55376,0.866,0.8109999999999999,"B",-4.063,"minor",0.0553,0.375,0.0,0.078,0.9690000000000001,121.995,199440,4,"Pop","not explicit",12,2020
187,"TiK ToK","Kesha",19223,0.758,0.838,"D",-2.713,"minor",0.122,0.0992,0.0,0.28800000000000003,0.711,120.029,199693,4,"Pop","not explicit",36,2018
184,"Shake It Off","Taylor Swift",21802,0.647,0.8,"G",-5.3839999999999995,"major",0.165,0.0647,0.0,0.33399999999999996,0.9420000000000001,160.078,219200,4,"Pop","not explicit",61,2014
199,"Glitter","Tyler, The Creator",161577,0.8009999999999999,0.589,"G",-5.157,"major",0.0485,0.0863,0.0,0.162,0.58,116.934,180147,5,"Hiphop","not explicit",73,2019
194,"Untouchable","Eminem",28170,0.768,0.79,"C♯",-5.091,"major",0.191,0.0754,1.79e-06,0.13,0.39799999999999996,84.95,180706,5,"Hiphop","explicit",59,2017
162,"Believe","Eminem",25330,0.648,0.561,"C",-7.874,"major",0.0532,0.541,0.0,0.157,0.512,172.06400000000005,204320,4,"Pop","explicit",48,2012
179,"First Day Out","Tee Grizzley",194222,0.5870000000000001,0.711,"C♯",-6.33,"major",0.42,0.171,0.0,0.125,0.381,98.008,254694,4,"RnB","explicit",72,2017
195,"Childs Play","Drake",129911,0.746,0.475,"A♯",-11.243,"minor",0.113,0.0175,1.1e-05,0.19699999999999998,0.292,80.006,241400,4,"Hiphop","explicit",64,2016
199,"All of Me","John Legend",37114,0.311,0.20600000000000002,"C",-13.651,"major",0.0308,0.9129999999999999,0.00551,0.191,0.0952,77.87100000000002,189133,4,"Pop","not explicit",25,1986
76,"Wait","Maroon 5",40040,0.633,0.5329999999999999,"G♯",-9.462,"major",0.024,0.40700000000000003,0.000317,0.149,0.221,98.959,249640,4,"Hiphop","not explicit",30,1993
199,"The A Team","Ed Sheeran",16277,0.642,0.289,"A",-9.918,"major",0.0367,0.669,0.0,0.18,0.40700000000000003,84.99600000000002,258373,4,"Emo","not explicit",65,2011
194,"Not Today","BTS",16730,0.594,0.946,"G♯",-3.408,"major",0.126,0.0018100000000000002,1.04e-06,0.9229999999999999,0.665,110.024,231860,3,"Underground Rap","not explicit",70,2017
155,"Bounce Back","Big Sean",25919,0.785,0.575,"C♯",-5.627999999999999,"minor",0.133,0.105,0.0,0.129,0.272,81.529,222360,4,"Hiphop","explicit",3,2021
197,"Let It Go","James Bay",19396,0.684,0.53,"G♯",-5.297999999999999,"minor",0.28600000000000003,0.0035299999999999997,0.0,0.573,0.55,157.017,150410,4,"RnB","explicit",61,2017
200,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",34801,0.669,0.8320000000000001,"C",-5.72,"major",0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,4,"Pop","not explicit",72,2016
17,"New Rules","Dua Lipa",203156,0.762,0.7,"A",-6.021,"minor",0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,209320,4,"Pop","not explicit",80,2017
181,"Phases","ALMA",22191,0.77,0.636,"B",-6.724,"minor",0.131,0.16899999999999998,0.0,0.0676,0.4920000000000001,105.93,215760,4,"RnB","explicit",74,2019
60,"Ghostface Killers","21 Savage",48300,0.782,0.436,"D",-7.0329999999999995,"major",0.155,0.331,1.3000000000000001e-05,0.342,0.243,82.994,268933,4,"Hiphop","explicit",71,2017
199,"Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again)","A Boogie Wit da Hoodie",21402,0.611,0.478,"C",-5.8389999999999995,"major",0.107,0.035,0.0,0.107,0.138,172.076,258158,4,"Rap","explicit",62,2017
132,"Young Dumb & Broke","Khalid",55746,0.7979999999999999,0.539,"C♯",-6.351,"major",0.0421,0.19899999999999998,1.66e-05,0.165,0.39399999999999996,136.94899999999998,202547,4,"Underground Rap","not explicit",80,2017
107,"Come Alive","Hugh Jackman",63948,0.389,0.612,"E",-6.392,"major",0.0355,0.0015400000000000001,1.0300000000000001e-05,0.11599999999999999,0.16,138.351,310600,4,"Hiphop","not explicit",53,2007
175,"U Said","Lil Peep",23274,0.265,0.8270000000000001,"G",-4.6610000000000005,"major",0.10400000000000001,0.0434,0.0,0.11699999999999999,0.131,82.03200000000002,224053,4,"Hiphop","explicit",72,2017
196,"Pop Style","Drake",16690,0.713,0.462,"G",-10.027000000000001,"major",0.12300000000000001,0.192,2.16e-06,0.105,0.0594,133.053,212947,4,"Underground Rap","explicit",63,2016
193,"Heathens","Twenty One Pilots",32080,0.732,0.396,"E",-9.347999999999999,"minor",0.0286,0.0841,3.5799999999999996e-05,0.105,0.5479999999999999,90.024,195920,4,"Pop","not explicit",81,2016
96,"No","Alejandro Fernandez",70363,0.557,0.8009999999999999,"C♯",-3.602,"minor",0.218,0.0125,1.66e-06,0.737,0.654,92.135,213507,4,"Pop","not explicit",71,2017
193,"Touch","Little Mix",39355,0.606,0.718,"E",-4.093999999999999,"major",0.0978,0.032,0.0,0.402,0.551,101.821,213307,4,"Dark Trap","not explicit",68,2016
199,"Obsession","Hedley",21328,0.6729999999999999,0.613,"G",-11.997,"major",0.0799,0.00436,0.36200000000000004,0.608,0.415,114.74799999999999,337267,4,"Trap Metal","not explicit",49,1996
172,"Breathe","Astrid S",20668,0.746,0.486,"A♯",-7.004,"major",0.0344,0.222,1.38e-06,0.12300000000000001,0.41700000000000004,92.01799999999999,233228,3,"Underground Rap","not explicit",10,2020
193,"Nobody Else But You","Trey Songz",167052,0.708,0.612,"F",-6.379,"minor",0.122,0.0381,0.0,0.27699999999999997,0.263,139.91299999999998,229013,4,"RnB","not explicit",61,2017
167,"Faint","Linkin Park",44187,0.5539999999999999,0.978,"E",-3.554,"major",0.131,0.111,0.0,0.0731,0.594,135.095,162600,4,"Emo","not explicit",55,2003
199,"Famous","21 Savage",18946,0.406,0.932,"F♯",-3.386,"minor",0.0936,6.13e-05,0.0,0.053,0.29,130.084,196293,4,"Hiphop","explicit",52,2007
190,"Father Stretch My Hands Pt. 1","Kanye West",157897,0.7240000000000001,0.573,"G",-4.113,"major",0.0549,0.11800000000000001,0.0,0.5379999999999999,0.43799999999999994,113.088,135920,4,"Hiphop","explicit",76,2016
168,"Dance With The Devil","Gucci Mane",174238,0.6659999999999999,0.871,"C♯",-5.7810000000000015,"minor",0.41600000000000004,0.435,0.0,0.47700000000000004,0.237,89.20700000000002,579293,4,"Hiphop","explicit",57,2001
193,"Sunset Lover","Petit Biscuit",18157,0.7829999999999999,0.467,"F♯",-9.474,"major",0.0503,0.7290000000000001,0.809,0.109,0.23600000000000002,90.838,237793,4,"Emo","not explicit",74,2015
173,"What About Us","P!nk",44648,0.499,0.937,"F",-6.278,"minor",0.068,0.000384,0.0262,0.664,0.53,131.954,198880,3,"Emo","not explicit",27,2020
189,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",19654,0.652,0.795,"B",-5.192,"minor",0.174,0.156,0.0,0.12300000000000001,0.7879999999999999,135.018,304607,4,"Hiphop","explicit",70,2016
166,"Halo","Beyoncé",22862,0.575,0.985,"D",-1.038,"minor",0.0743,0.0399,0.0,0.166,0.47600000000000003,116.01100000000001,177960,4,"RnB","not explicit",53,2013
199,"Party In The U.S.A.","Miley Cyrus",16280,0.652,0.698,"A♯",-4.667,"minor",0.042,0.00112,0.00011499999999999999,0.0886,0.47,96.021,202067,4,"Pop","not explicit",72,2009
132,"Gorgeous","Taylor Swift",49462,0.833,0.545,"D",-4.004,"minor",0.462,0.35200000000000004,0.0,0.0915,0.541,77.035,148494,4,"Hiphop","explicit",66,2017
185,"Dreams","ZHU",170557,0.529,0.7,"A",-4.669,"major",0.0315,0.149,0.0,0.32,0.807,131.092,210573,4,"Underground Rap","not explicit",20,1980
120,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","Meek Mill",29516,0.723,0.732,"B",-5.513999999999999,"major",0.0864,0.11,0.0,0.484,0.503,104.991,199747,4,"Hiphop","explicit",72,2017
